Episode,State_X,State_Y,Goal_X,Goal_Y,Distance_to_Goal,Obstacle_Density,Step_Cost,Goal_Reward,Collision_Penalty
555,7,0,7,7,7,0.140625,-1,100,-10
556,5,1,7,7,8,0.140625,-1,100,-10
557,1,2,7,7,11,0.140625,-1,100,-10
558,1,3,7,7,10,0.140625,-1,100,-10
559,7,4,7,7,3,0.140625,-1,100,-10
560,5,3,7,7,6,0.140625,-1,100,-10
561,0,0,7,7,14,0.140625,-1,100,-10
562,2,1,7,7,11,0.140625,-1,100,-10
563,6,6,7,7,2,0.140625,-1,100,-10
564,6,5,7,7,3,0.140625,-1,100,-10
565,4,5,7,7,5,0.140625,-1,100,-10
566,3,5,7,7,6,0.140625,-1,100,-10
567,6,6,7,7,2,0.140625,-1,100,-10
568,4,0,7,7,10,0.140625,-1,100,-10
569,5,2,7,7,7,0.140625,-1,100,-10
570,5,4,7,7,5,0.140625,-1,100,-10
571,7,2,7,7,5,0.140625,-1,100,-10
572,7,6,7,7,1,0.140625,-1,100,-10
573,2,3,7,7,9,0.140625,-1,100,-10
574,4,6,7,7,4,0.140625,-1,100,-10
575,5,6,7,7,3,0.140625,-1,100,-10
576,2,4,7,7,8,0.140625,-1,100,-10
577,3,7,7,7,4,0.140625,-1,100,-10
578,2,4,7,7,8,0.140625,-1,100,-10
579,0,6,7,7,8,0.140625,-1,100,-10
580,3,2,7,7,9,0.140625,-1,100,-10
581,4,3,7,7,7,0.140625,-1,100,-10
582,6,4,7,7,4,0.140625,-1,100,-10
583,4,0,7,7,10,0.140625,-1,100,-10
584,0,3,7,7,11,0.140625,-1,100,-10
585,7,7,7,7,0,0.140625,-1,100,-10
586,5,5,7,7,4,0.140625,-1,100,-10
587,3,1,7,7,10,0.140625,-1,100,-10
588,0,2,7,7,12,0.140625,-1,100,-10
589,2,1,7,7,11,0.140625,-1,100,-10
590,2,0,7,7,12,0.140625,-1,100,-10
591,4,7,7,7,3,0.140625,-1,100,-10
592,5,3,7,7,6,0.140625,-1,100,-10
593,3,2,7,7,9,0.140625,-1,100,-10
594,1,4,7,7,9,0.140625,-1,100,-10
595,4,0,7,7,10,0.140625,-1,100,-10
596,3,2,7,7,9,0.140625,-1,100,-10
597,1,5,7,7,8,0.140625,-1,100,-10
598,4,5,7,7,5,0.140625,-1,100,-10
599,5,7,7,7,2,0.140625,-1,100,-10
600,6,4,7,7,4,0.140625,-1,100,-10
601,7,3,7,7,4,0.140625,-1,100,-10
602,7,6,7,7,1,0.140625,-1,100,-10
603,5,7,7,7,2,0.140625,-1,100,-10
604,4,5,7,7,5,0.140625,-1,100,-10
605,2,7,7,7,5,0.140625,-1,100,-10
606,4,6,7,7,4,0.140625,-1,100,-10
607,3,6,7,7,5,0.140625,-1,100,-10
608,0,0,7,7,14,0.140625,-1,100,-10
609,4,5,7,7,5,0.140625,-1,100,-10
610,6,3,7,7,5,0.140625,-1,100,-10
611,5,4,7,7,5,0.140625,-1,100,-10
612,7,5,7,7,2,0.140625,-1,100,-10
613,3,7,7,7,4,0.140625,-1,100,-10
614,0,7,7,7,7,0.140625,-1,100,-10
615,1,2,7,7,11,0.140625,-1,100,-10
616,6,5,7,7,3,0.140625,-1,100,-10
617,7,5,7,7,2,0.140625,-1,100,-10
618,5,2,7,7,7,0.140625,-1,100,-10
619,0,0,7,7,14,0.140625,-1,100,-10
620,2,0,7,7,12,0.140625,-1,100,-10
621,4,6,7,7,4,0.140625,-1,100,-10
622,7,3,7,7,4,0.140625,-1,100,-10
623,7,7,7,7,0,0.140625,-1,100,-10
624,6,3,7,7,5,0.140625,-1,100,-10
625,2,7,7,7,5,0.140625,-1,100,-10
626,1,3,7,7,10,0.140625,-1,100,-10
627,0,6,7,7,8,0.140625,-1,100,-10
628,5,0,7,7,9,0.140625,-1,100,-10
629,1,4,7,7,9,0.140625,-1,100,-10
630,4,6,7,7,4,0.140625,-1,100,-10
631,2,7,7,7,5,0.140625,-1,100,-10
632,3,6,7,7,5,0.140625,-1,100,-10
633,1,0,7,7,13,0.140625,-1,100,-10
634,0,2,7,7,12,0.140625,-1,100,-10
635,7,0,7,7,7,0.140625,-1,100,-10
636,2,0,7,7,12,0.140625,-1,100,-10
637,7,5,7,7,2,0.140625,-1,100,-10
638,6,5,7,7,3,0.140625,-1,100,-10
639,5,6,7,7,3,0.140625,-1,100,-10
640,0,6,7,7,8,0.140625,-1,100,-10
641,5,5,7,7,4,0.140625,-1,100,-10
642,3,6,7,7,5,0.140625,-1,100,-10
643,3,0,7,7,11,0.140625,-1,100,-10
644,7,1,7,7,6,0.140625,-1,100,-10
645,0,4,7,7,10,0.140625,-1,100,-10
646,1,6,7,7,7,0.140625,-1,100,-10
647,3,0,7,7,11,0.140625,-1,100,-10
648,7,4,7,7,3,0.140625,-1,100,-10
649,2,5,7,7,7,0.140625,-1,100,-10
650,4,0,7,7,10,0.140625,-1,100,-10
651,6,3,7,7,5,0.140625,-1,100,-10
652,5,7,7,7,2,0.140625,-1,100,-10
653,4,5,7,7,5,0.140625,-1,100,-10
654,2,1,7,7,11,0.140625,-1,100,-10
655,3,6,7,7,5,0.140625,-1,100,-10
656,4,2,7,7,8,0.140625,-1,100,-10
657,6,6,7,7,2,0.140625,-1,100,-10
658,7,2,7,7,5,0.140625,-1,100,-10
659,5,4,7,7,5,0.140625,-1,100,-10
660,3,3,7,7,8,0.140625,-1,100,-10
661,0,2,7,7,12,0.140625,-1,100,-10
662,4,7,7,7,3,0.140625,-1,100,-10
663,6,1,7,7,7,0.140625,-1,100,-10
664,5,0,7,7,9,0.140625,-1,100,-10
665,5,2,7,7,7,0.140625,-1,100,-10
666,3,5,7,7,6,0.140625,-1,100,-10
667,3,6,7,7,5,0.140625,-1,100,-10
668,4,7,7,7,3,0.140625,-1,100,-10
669,5,2,7,7,7,0.140625,-1,100,-10
670,6,3,7,7,5,0.140625,-1,100,-10
671,4,1,7,7,9,0.140625,-1,100,-10
672,0,4,7,7,10,0.140625,-1,100,-10
673,1,7,7,7,6,0.140625,-1,100,-10
674,6,5,7,7,3,0.140625,-1,100,-10
675,5,4,7,7,5,0.140625,-1,100,-10
676,0,3,7,7,11,0.140625,-1,100,-10
677,3,7,7,7,4,0.140625,-1,100,-10
678,1,3,7,7,10,0.140625,-1,100,-10
679,2,1,7,7,11,0.140625,-1,100,-10
680,0,2,7,7,12,0.140625,-1,100,-10
681,0,0,7,7,14,0.140625,-1,100,-10
682,2,1,7,7,11,0.140625,-1,100,-10
683,4,0,7,7,10,0.140625,-1,100,-10
684,2,3,7,7,9,0.140625,-1,100,-10
685,7,5,7,7,2,0.140625,-1,100,-10
686,7,2,7,7,5,0.140625,-1,100,-10
687,3,3,7,7,8,0.140625,-1,100,-10
688,7,7,7,7,0,0.140625,-1,100,-10
689,7,6,7,7,1,0.140625,-1,100,-10
690,4,4,7,7,6,0.140625,-1,100,-10
691,7,2,7,7,5,0.140625,-1,100,-10
692,2,7,7,7,5,0.140625,-1,100,-10
693,3,1,7,7,10,0.140625,-1,100,-10
694,4,2,7,7,8,0.140625,-1,100,-10
695,7,7,7,7,0,0.140625,-1,100,-10
696,2,4,7,7,8,0.140625,-1,100,-10
697,7,5,7,7,2,0.140625,-1,100,-10
698,1,4,7,7,9,0.140625,-1,100,-10
699,4,5,7,7,5,0.140625,-1,100,-10
700,0,2,7,7,12,0.140625,-1,100,-10
701,6,1,7,7,7,0.140625,-1,100,-10
702,2,2,7,7,10,0.140625,-1,100,-10
703,1,1,7,7,12,0.140625,-1,100,-10
704,2,6,7,7,6,0.140625,-1,100,-10
705,0,2,7,7,12,0.140625,-1,100,-10
706,0,4,7,7,10,0.140625,-1,100,-10
707,2,6,7,7,6,0.140625,-1,100,-10
708,4,6,7,7,4,0.140625,-1,100,-10
709,5,3,7,7,6,0.140625,-1,100,-10
710,6,3,7,7,5,0.140625,-1,100,-10
711,7,7,7,7,0,0.140625,-1,100,-10
712,4,5,7,7,5,0.140625,-1,100,-10
713,2,6,7,7,6,0.140625,-1,100,-10
714,5,7,7,7,2,0.140625,-1,100,-10
715,2,6,7,7,6,0.140625,-1,100,-10
716,3,1,7,7,10,0.140625,-1,100,-10
717,1,4,7,7,9,0.140625,-1,100,-10
718,2,0,7,7,12,0.140625,-1,100,-10
719,3,5,7,7,6,0.140625,-1,100,-10
720,2,7,7,7,5,0.140625,-1,100,-10
721,6,4,7,7,4,0.140625,-1,100,-10
722,7,3,7,7,4,0.140625,-1,100,-10
723,1,0,7,7,13,0.140625,-1,100,-10
724,7,7,7,7,0,0.140625,-1,100,-10
725,5,0,7,7,9,0.140625,-1,100,-10
726,2,0,7,7,12,0.140625,-1,100,-10
727,0,1,7,7,13,0.140625,-1,100,-10
728,4,0,7,7,10,0.140625,-1,100,-10
729,7,3,7,7,4,0.140625,-1,100,-10
730,2,4,7,7,8,0.140625,-1,100,-10
731,6,2,7,7,6,0.140625,-1,100,-10
732,0,0,7,7,14,0.140625,-1,100,-10
733,6,0,7,7,8,0.140625,-1,100,-10
734,5,3,7,7,6,0.140625,-1,100,-10
735,6,0,7,7,8,0.140625,-1,100,-10
736,7,5,7,7,2,0.140625,-1,100,-10
737,3,1,7,7,10,0.140625,-1,100,-10
738,7,2,7,7,5,0.140625,-1,100,-10
739,3,3,7,7,8,0.140625,-1,100,-10
740,1,3,7,7,10,0.140625,-1,100,-10
741,1,0,7,7,13,0.140625,-1,100,-10
742,2,0,7,7,12,0.140625,-1,100,-10
743,3,6,7,7,5,0.140625,-1,100,-10
744,1,0,7,7,13,0.140625,-1,100,-10
745,0,4,7,7,10,0.140625,-1,100,-10
746,2,3,7,7,9,0.140625,-1,100,-10
747,0,2,7,7,12,0.140625,-1,100,-10
748,3,3,7,7,8,0.140625,-1,100,-10
749,4,6,7,7,4,0.140625,-1,100,-10
750,3,6,7,7,5,0.140625,-1,100,-10
751,4,2,7,7,8,0.140625,-1,100,-10
752,1,2,7,7,11,0.140625,-1,100,-10
753,4,1,7,7,9,0.140625,-1,100,-10
754,7,3,7,7,4,0.140625,-1,100,-10
755,6,5,7,7,3,0.140625,-1,100,-10
756,2,1,7,7,11,0.140625,-1,100,-10
757,5,2,7,7,7,0.140625,-1,100,-10
758,1,7,7,7,6,0.140625,-1,100,-10
759,3,0,7,7,11,0.140625,-1,100,-10
760,3,3,7,7,8,0.140625,-1,100,-10
761,6,5,7,7,3,0.140625,-1,100,-10
762,1,1,7,7,12,0.140625,-1,100,-10
763,4,0,7,7,10,0.140625,-1,100,-10
764,2,1,7,7,11,0.140625,-1,100,-10
765,0,7,7,7,7,0.140625,-1,100,-10
766,0,0,7,7,14,0.140625,-1,100,-10
767,7,1,7,7,6,0.140625,-1,100,-10
768,6,0,7,7,8,0.140625,-1,100,-10
769,1,0,7,7,13,0.140625,-1,100,-10
770,5,4,7,7,5,0.140625,-1,100,-10
771,3,1,7,7,10,0.140625,-1,100,-10
772,0,4,7,7,10,0.140625,-1,100,-10
773,1,4,7,7,9,0.140625,-1,100,-10
774,5,6,7,7,3,0.140625,-1,100,-10
775,3,0,7,7,11,0.140625,-1,100,-10
776,2,6,7,7,6,0.140625,-1,100,-10
777,4,4,7,7,6,0.140625,-1,100,-10
778,3,1,7,7,10,0.140625,-1,100,-10
779,7,6,7,7,1,0.140625,-1,100,-10
780,7,6,7,7,1,0.140625,-1,100,-10
781,2,2,7,7,10,0.140625,-1,100,-10
782,1,7,7,7,6,0.140625,-1,100,-10
783,4,3,7,7,7,0.140625,-1,100,-10
784,7,4,7,7,3,0.140625,-1,100,-10
785,7,7,7,7,0,0.140625,-1,100,-10
786,0,2,7,7,12,0.140625,-1,100,-10
787,5,6,7,7,3,0.140625,-1,100,-10
788,1,2,7,7,11,0.140625,-1,100,-10
789,4,6,7,7,4,0.140625,-1,100,-10
790,0,4,7,7,10,0.140625,-1,100,-10
791,2,1,7,7,11,0.140625,-1,100,-10
792,4,3,7,7,7,0.140625,-1,100,-10
793,5,2,7,7,7,0.140625,-1,100,-10
794,6,0,7,7,8,0.140625,-1,100,-10
795,6,0,7,7,8,0.140625,-1,100,-10
796,5,2,7,7,7,0.140625,-1,100,-10
797,3,0,7,7,11,0.140625,-1,100,-10
798,5,1,7,7,8,0.140625,-1,100,-10
799,5,5,7,7,4,0.140625,-1,100,-10
800,6,5,7,7,3,0.140625,-1,100,-10
801,2,5,7,7,7,0.140625,-1,100,-10
802,6,2,7,7,6,0.140625,-1,100,-10
803,0,7,7,7,7,0.140625,-1,100,-10
804,1,4,7,7,9,0.140625,-1,100,-10
805,1,1,7,7,12,0.140625,-1,100,-10
806,6,1,7,7,7,0.140625,-1,100,-10
807,5,5,7,7,4,0.140625,-1,100,-10
808,0,1,7,7,13,0.140625,-1,100,-10
809,6,4,7,7,4,0.140625,-1,100,-10
810,0,7,7,7,7,0.140625,-1,100,-10
811,2,0,7,7,12,0.140625,-1,100,-10
812,7,0,7,7,7,0.140625,-1,100,-10
813,4,7,7,7,3,0.140625,-1,100,-10
814,4,4,7,7,6,0.140625,-1,100,-10
815,3,1,7,7,10,0.140625,-1,100,-10
816,4,7,7,7,3,0.140625,-1,100,-10
817,0,7,7,7,7,0.140625,-1,100,-10
818,3,4,7,7,7,0.140625,-1,100,-10
819,1,4,7,7,9,0.140625,-1,100,-10
820,1,2,7,7,11,0.140625,-1,100,-10
821,5,0,7,7,9,0.140625,-1,100,-10
822,3,4,7,7,7,0.140625,-1,100,-10
823,1,2,7,7,11,0.140625,-1,100,-10
824,2,5,7,7,7,0.140625,-1,100,-10
825,7,6,7,7,1,0.140625,-1,100,-10
826,1,0,7,7,13,0.140625,-1,100,-10
827,0,4,7,7,10,0.140625,-1,100,-10
828,1,1,7,7,12,0.140625,-1,100,-10
829,6,6,7,7,2,0.140625,-1,100,-10
830,6,2,7,7,6,0.140625,-1,100,-10
831,4,4,7,7,6,0.140625,-1,100,-10
832,1,4,7,7,9,0.140625,-1,100,-10
833,4,3,7,7,7,0.140625,-1,100,-10
834,6,5,7,7,3,0.140625,-1,100,-10
835,4,5,7,7,5,0.140625,-1,100,-10
836,6,4,7,7,4,0.140625,-1,100,-10
837,2,6,7,7,6,0.140625,-1,100,-10
838,5,7,7,7,2,0.140625,-1,100,-10
839,1,3,7,7,10,0.140625,-1,100,-10
840,7,4,7,7,3,0.140625,-1,100,-10
841,7,0,7,7,7,0.140625,-1,100,-10
842,0,6,7,7,8,0.140625,-1,100,-10
843,2,4,7,7,8,0.140625,-1,100,-10
844,3,3,7,7,8,0.140625,-1,100,-10
845,7,0,7,7,7,0.140625,-1,100,-10
846,6,7,7,7,1,0.140625,-1,100,-10
847,5,3,7,7,6,0.140625,-1,100,-10
848,1,5,7,7,8,0.140625,-1,100,-10
849,3,1,7,7,10,0.140625,-1,100,-10
850,2,7,7,7,5,0.140625,-1,100,-10
851,2,1,7,7,11,0.140625,-1,100,-10
852,5,1,7,7,8,0.140625,-1,100,-10
853,7,6,7,7,1,0.140625,-1,100,-10
854,7,7,7,7,0,0.140625,-1,100,-10
855,1,1,7,7,12,0.140625,-1,100,-10
856,2,3,7,7,9,0.140625,-1,100,-10
857,7,5,7,7,2,0.140625,-1,100,-10
858,5,7,7,7,2,0.140625,-1,100,-10
859,5,3,7,7,6,0.140625,-1,100,-10
860,3,4,7,7,7,0.140625,-1,100,-10
861,0,5,7,7,9,0.140625,-1,100,-10
862,5,5,7,7,4,0.140625,-1,100,-10
863,4,6,7,7,4,0.140625,-1,100,-10
864,7,4,7,7,3,0.140625,-1,100,-10
865,3,0,7,7,11,0.140625,-1,100,-10
866,6,7,7,7,1,0.140625,-1,100,-10
867,5,6,7,7,3,0.140625,-1,100,-10
868,6,6,7,7,2,0.140625,-1,100,-10
869,4,0,7,7,10,0.140625,-1,100,-10
870,0,1,7,7,13,0.140625,-1,100,-10
871,3,5,7,7,6,0.140625,-1,100,-10
872,3,0,7,7,11,0.140625,-1,100,-10
873,1,7,7,7,6,0.140625,-1,100,-10
874,7,3,7,7,4,0.140625,-1,100,-10
875,6,5,7,7,3,0.140625,-1,100,-10
876,7,7,7,7,0,0.140625,-1,100,-10
877,5,3,7,7,6,0.140625,-1,100,-10
878,5,2,7,7,7,0.140625,-1,100,-10
879,2,4,7,7,8,0.140625,-1,100,-10
880,4,4,7,7,6,0.140625,-1,100,-10
881,3,3,7,7,8,0.140625,-1,100,-10
882,0,4,7,7,10,0.140625,-1,100,-10
883,4,7,7,7,3,0.140625,-1,100,-10
884,4,3,7,7,7,0.140625,-1,100,-10
885,0,1,7,7,13,0.140625,-1,100,-10
886,2,3,7,7,9,0.140625,-1,100,-10
887,2,3,7,7,9,0.140625,-1,100,-10
888,6,1,7,7,7,0.140625,-1,100,-10
889,2,1,7,7,11,0.140625,-1,100,-10
890,2,5,7,7,7,0.140625,-1,100,-10
891,0,2,7,7,12,0.140625,-1,100,-10
892,0,7,7,7,7,0.140625,-1,100,-10
893,5,1,7,7,8,0.140625,-1,100,-10
894,1,0,7,7,13,0.140625,-1,100,-10
895,3,6,7,7,5,0.140625,-1,100,-10
896,4,7,7,7,3,0.140625,-1,100,-10
897,2,2,7,7,10,0.140625,-1,100,-10
898,3,1,7,7,10,0.140625,-1,100,-10
899,7,1,7,7,6,0.140625,-1,100,-10
900,3,4,7,7,7,0.140625,-1,100,-10
901,0,3,7,7,11,0.140625,-1,100,-10
902,3,2,7,7,9,0.140625,-1,100,-10
903,1,0,7,7,13,0.140625,-1,100,-10
904,0,3,7,7,11,0.140625,-1,100,-10
905,0,7,7,7,7,0.140625,-1,100,-10
906,1,5,7,7,8,0.140625,-1,100,-10
907,5,3,7,7,6,0.140625,-1,100,-10
908,7,0,7,7,7,0.140625,-1,100,-10
909,1,2,7,7,11,0.140625,-1,100,-10
910,1,2,7,7,11,0.140625,-1,100,-10
911,2,6,7,7,6,0.140625,-1,100,-10
912,2,7,7,7,5,0.140625,-1,100,-10
913,6,7,7,7,1,0.140625,-1,100,-10
914,0,7,7,7,7,0.140625,-1,100,-10
915,4,7,7,7,3,0.140625,-1,100,-10
916,2,7,7,7,5,0.140625,-1,100,-10
917,4,0,7,7,10,0.140625,-1,100,-10
918,3,1,7,7,10,0.140625,-1,100,-10
919,7,2,7,7,5,0.140625,-1,100,-10
920,1,4,7,7,9,0.140625,-1,100,-10
921,3,0,7,7,11,0.140625,-1,100,-10
922,6,6,7,7,2,0.140625,-1,100,-10
923,5,4,7,7,5,0.140625,-1,100,-10
924,3,4,7,7,7,0.140625,-1,100,-10
925,4,1,7,7,9,0.140625,-1,100,-10
926,0,2,7,7,12,0.140625,-1,100,-10
927,3,1,7,7,10,0.140625,-1,100,-10
928,0,6,7,7,8,0.140625,-1,100,-10
929,2,4,7,7,8,0.140625,-1,100,-10
930,4,5,7,7,5,0.140625,-1,100,-10
931,5,2,7,7,7,0.140625,-1,100,-10
932,6,2,7,7,6,0.140625,-1,100,-10
933,6,3,7,7,5,0.140625,-1,100,-10
934,0,6,7,7,8,0.140625,-1,100,-10
935,0,6,7,7,8,0.140625,-1,100,-10
936,0,1,7,7,13,0.140625,-1,100,-10
937,4,7,7,7,3,0.140625,-1,100,-10
938,3,0,7,7,11,0.140625,-1,100,-10
939,1,7,7,7,6,0.140625,-1,100,-10
940,5,0,7,7,9,0.140625,-1,100,-10
941,3,2,7,7,9,0.140625,-1,100,-10
942,1,6,7,7,7,0.140625,-1,100,-10
943,4,1,7,7,9,0.140625,-1,100,-10
944,5,3,7,7,6,0.140625,-1,100,-10
945,0,3,7,7,11,0.140625,-1,100,-10
946,1,1,7,7,12,0.140625,-1,100,-10
947,7,5,7,7,2,0.140625,-1,100,-10
948,1,6,7,7,7,0.140625,-1,100,-10
949,4,6,7,7,4,0.140625,-1,100,-10
950,5,2,7,7,7,0.140625,-1,100,-10
951,4,4,7,7,6,0.140625,-1,100,-10
952,5,1,7,7,8,0.140625,-1,100,-10
953,2,1,7,7,11,0.140625,-1,100,-10
954,2,1,7,7,11,0.140625,-1,100,-10
955,0,7,7,7,7,0.140625,-1,100,-10
956,0,7,7,7,7,0.140625,-1,100,-10
957,0,6,7,7,8,0.140625,-1,100,-10
958,2,4,7,7,8,0.140625,-1,100,-10
959,2,3,7,7,9,0.140625,-1,100,-10
960,3,4,7,7,7,0.140625,-1,100,-10
961,3,4,7,7,7,0.140625,-1,100,-10
962,6,3,7,7,5,0.140625,-1,100,-10
963,2,1,7,7,11,0.140625,-1,100,-10
964,2,1,7,7,11,0.140625,-1,100,-10
965,1,7,7,7,6,0.140625,-1,100,-10
966,0,3,7,7,11,0.140625,-1,100,-10
967,6,7,7,7,1,0.140625,-1,100,-10
968,1,1,7,7,12,0.140625,-1,100,-10
969,2,4,7,7,8,0.140625,-1,100,-10
970,7,1,7,7,6,0.140625,-1,100,-10
971,1,2,7,7,11,0.140625,-1,100,-10
972,6,0,7,7,8,0.140625,-1,100,-10
973,3,0,7,7,11,0.140625,-1,100,-10
974,1,7,7,7,6,0.140625,-1,100,-10
975,0,2,7,7,12,0.140625,-1,100,-10
976,7,4,7,7,3,0.140625,-1,100,-10
977,0,3,7,7,11,0.140625,-1,100,-10
978,7,3,7,7,4,0.140625,-1,100,-10
979,4,4,7,7,6,0.140625,-1,100,-10
980,5,1,7,7,8,0.140625,-1,100,-10
981,6,7,7,7,1,0.140625,-1,100,-10
982,1,6,7,7,7,0.140625,-1,100,-10
983,6,5,7,7,3,0.140625,-1,100,-10
984,2,3,7,7,9,0.140625,-1,100,-10
985,6,1,7,7,7,0.140625,-1,100,-10
986,6,7,7,7,1,0.140625,-1,100,-10
987,5,2,7,7,7,0.140625,-1,100,-10
988,4,0,7,7,10,0.140625,-1,100,-10
989,7,2,7,7,5,0.140625,-1,100,-10
990,0,6,7,7,8,0.140625,-1,100,-10
991,5,4,7,7,5,0.140625,-1,100,-10
992,0,6,7,7,8,0.140625,-1,100,-10
993,5,6,7,7,3,0.140625,-1,100,-10
994,6,1,7,7,7,0.140625,-1,100,-10
995,1,7,7,7,6,0.140625,-1,100,-10
996,4,3,7,7,7,0.140625,-1,100,-10
997,2,5,7,7,7,0.140625,-1,100,-10
998,6,0,7,7,8,0.140625,-1,100,-10
999,4,7,7,7,3,0.140625,-1,100,-10
1000,2,2,7,7,10,0.140625,-1,100,-10
